second_of_day,second,minute_of_day,minute,hour,hour12,am_pm,time,time12
41181,21,686,26,11,11,AM,11:26:21,11:26:21
41182,22,686,26,11,11,AM,11:26:22,11:26:22
41183,23,686,26,11,11,AM,11:26:23,11:26:23
41184,24,686,26,11,11,AM,11:26:24,11:26:24
41185,25,686,26,11,11,AM,11:26:25,11:26:25
41186,26,686,26,11,11,AM,11:26:26,11:26:26
41187,27,686,26,11,11,AM,11:26:27,11:26:27
41188,28,686,26,11,11,AM,11:26:28,11:26:28
41189,29,686,26,11,11,AM,11:26:29,11:26:29
41190,30,686,26,11,11,AM,11:26:30,11:26:30
41191,31,686,26,11,11,AM,11:26:31,11:26:31
41192,32,686,26,11,11,AM,11:26:32,11:26:32
41193,33,686,26,11,11,AM,11:26:33,11:26:33
41194,34,686,26,11,11,AM,11:26:34,11:26:34
41195,35,686,26,11,11,AM,11:26:35,11:26:35
41196,36,686,26,11,11,AM,11:26:36,11:26:36
41197,37,686,26,11,11,AM,11:26:37,11:26:37
41198,38,686,26,11,11,AM,11:26:38,11:26:38
41199,39,686,26,11,11,AM,11:26:39,11:26:39
41200,40,686,26,11,11,AM,11:26:40,11:26:40
41201,41,686,26,11,11,AM,11:26:41,11:26:41
41202,42,686,26,11,11,AM,11:26:42,11:26:42
41203,43,686,26,11,11,AM,11:26:43,11:26:43
41204,44,686,26,11,11,AM,11:26:44,11:26:44
41205,45,686,26,11,11,AM,11:26:45,11:26:45
41206,46,686,26,11,11,AM,11:26:46,11:26:46
41207,47,686,26,11,11,AM,11:26:47,11:26:47
41208,48,686,26,11,11,AM,11:26:48,11:26:48
41209,49,686,26,11,11,AM,11:26:49,11:26:49
41210,50,686,26,11,11,AM,11:26:50,11:26:50
41211,51,686,26,11,11,AM,11:26:51,11:26:51
41212,52,686,26,11,11,AM,11:26:52,11:26:52
41213,53,686,26,11,11,AM,11:26:53,11:26:53
41214,54,686,26,11,11,AM,11:26:54,11:26:54
41215,55,686,26,11,11,AM,11:26:55,11:26:55
41216,56,686,26,11,11,AM,11:26:56,11:26:56
41217,57,686,26,11,11,AM,11:26:57,11:26:57
41218,58,686,26,11,11,AM,11:26:58,11:26:58
41219,59,686,26,11,11,AM,11:26:59,11:26:59
41220,00,687,27,11,11,AM,11:27:00,11:27:00
41221,01,687,27,11,11,AM,11:27:01,11:27:01
41222,02,687,27,11,11,AM,11:27:02,11:27:02
41223,03,687,27,11,11,AM,11:27:03,11:27:03
41224,04,687,27,11,11,AM,11:27:04,11:27:04
41225,05,687,27,11,11,AM,11:27:05,11:27:05
41226,06,687,27,11,11,AM,11:27:06,11:27:06
41227,07,687,27,11,11,AM,11:27:07,11:27:07
41228,08,687,27,11,11,AM,11:27:08,11:27:08
41229,09,687,27,11,11,AM,11:27:09,11:27:09
41230,10,687,27,11,11,AM,11:27:10,11:27:10
41231,11,687,27,11,11,AM,11:27:11,11:27:11
41232,12,687,27,11,11,AM,11:27:12,11:27:12
41233,13,687,27,11,11,AM,11:27:13,11:27:13
41234,14,687,27,11,11,AM,11:27:14,11:27:14
41235,15,687,27,11,11,AM,11:27:15,11:27:15
41236,16,687,27,11,11,AM,11:27:16,11:27:16
41237,17,687,27,11,11,AM,11:27:17,11:27:17
41238,18,687,27,11,11,AM,11:27:18,11:27:18
41239,19,687,27,11,11,AM,11:27:19,11:27:19
41240,20,687,27,11,11,AM,11:27:20,11:27:20
41241,21,687,27,11,11,AM,11:27:21,11:27:21
41242,22,687,27,11,11,AM,11:27:22,11:27:22
41243,23,687,27,11,11,AM,11:27:23,11:27:23
41244,24,687,27,11,11,AM,11:27:24,11:27:24
41245,25,687,27,11,11,AM,11:27:25,11:27:25
41246,26,687,27,11,11,AM,11:27:26,11:27:26
41247,27,687,27,11,11,AM,11:27:27,11:27:27
41248,28,687,27,11,11,AM,11:27:28,11:27:28
41249,29,687,27,11,11,AM,11:27:29,11:27:29
41250,30,687,27,11,11,AM,11:27:30,11:27:30
41251,31,687,27,11,11,AM,11:27:31,11:27:31
41252,32,687,27,11,11,AM,11:27:32,11:27:32
41253,33,687,27,11,11,AM,11:27:33,11:27:33
41254,34,687,27,11,11,AM,11:27:34,11:27:34
41255,35,687,27,11,11,AM,11:27:35,11:27:35
41256,36,687,27,11,11,AM,11:27:36,11:27:36
41257,37,687,27,11,11,AM,11:27:37,11:27:37
41258,38,687,27,11,11,AM,11:27:38,11:27:38
41259,39,687,27,11,11,AM,11:27:39,11:27:39
41260,40,687,27,11,11,AM,11:27:40,11:27:40
41261,41,687,27,11,11,AM,11:27:41,11:27:41
41262,42,687,27,11,11,AM,11:27:42,11:27:42
41263,43,687,27,11,11,AM,11:27:43,11:27:43
41264,44,687,27,11,11,AM,11:27:44,11:27:44
41265,45,687,27,11,11,AM,11:27:45,11:27:45
41266,46,687,27,11,11,AM,11:27:46,11:27:46
41267,47,687,27,11,11,AM,11:27:47,11:27:47
41268,48,687,27,11,11,AM,11:27:48,11:27:48
41269,49,687,27,11,11,AM,11:27:49,11:27:49
41270,50,687,27,11,11,AM,11:27:50,11:27:50
41271,51,687,27,11,11,AM,11:27:51,11:27:51
41272,52,687,27,11,11,AM,11:27:52,11:27:52
41273,53,687,27,11,11,AM,11:27:53,11:27:53
41274,54,687,27,11,11,AM,11:27:54,11:27:54
41275,55,687,27,11,11,AM,11:27:55,11:27:55
41276,56,687,27,11,11,AM,11:27:56,11:27:56
41277,57,687,27,11,11,AM,11:27:57,11:27:57
41278,58,687,27,11,11,AM,11:27:58,11:27:58
41279,59,687,27,11,11,AM,11:27:59,11:27:59
41280,00,688,28,11,11,AM,11:28:00,11:28:00
41281,01,688,28,11,11,AM,11:28:01,11:28:01
41282,02,688,28,11,11,AM,11:28:02,11:28:02
41283,03,688,28,11,11,AM,11:28:03,11:28:03
41284,04,688,28,11,11,AM,11:28:04,11:28:04
41285,05,688,28,11,11,AM,11:28:05,11:28:05
41286,06,688,28,11,11,AM,11:28:06,11:28:06
41287,07,688,28,11,11,AM,11:28:07,11:28:07
41288,08,688,28,11,11,AM,11:28:08,11:28:08
41289,09,688,28,11,11,AM,11:28:09,11:28:09
41290,10,688,28,11,11,AM,11:28:10,11:28:10
41291,11,688,28,11,11,AM,11:28:11,11:28:11
41292,12,688,28,11,11,AM,11:28:12,11:28:12
41293,13,688,28,11,11,AM,11:28:13,11:28:13
41294,14,688,28,11,11,AM,11:28:14,11:28:14
41295,15,688,28,11,11,AM,11:28:15,11:28:15
41296,16,688,28,11,11,AM,11:28:16,11:28:16
41297,17,688,28,11,11,AM,11:28:17,11:28:17
41298,18,688,28,11,11,AM,11:28:18,11:28:18
41299,19,688,28,11,11,AM,11:28:19,11:28:19
41300,20,688,28,11,11,AM,11:28:20,11:28:20
41301,21,688,28,11,11,AM,11:28:21,11:28:21
41302,22,688,28,11,11,AM,11:28:22,11:28:22
41303,23,688,28,11,11,AM,11:28:23,11:28:23
41304,24,688,28,11,11,AM,11:28:24,11:28:24
41305,25,688,28,11,11,AM,11:28:25,11:28:25
41306,26,688,28,11,11,AM,11:28:26,11:28:26
41307,27,688,28,11,11,AM,11:28:27,11:28:27
41308,28,688,28,11,11,AM,11:28:28,11:28:28
41309,29,688,28,11,11,AM,11:28:29,11:28:29
41310,30,688,28,11,11,AM,11:28:30,11:28:30
41311,31,688,28,11,11,AM,11:28:31,11:28:31
41312,32,688,28,11,11,AM,11:28:32,11:28:32
41313,33,688,28,11,11,AM,11:28:33,11:28:33
41314,34,688,28,11,11,AM,11:28:34,11:28:34
41315,35,688,28,11,11,AM,11:28:35,11:28:35
41316,36,688,28,11,11,AM,11:28:36,11:28:36
41317,37,688,28,11,11,AM,11:28:37,11:28:37
41318,38,688,28,11,11,AM,11:28:38,11:28:38
41319,39,688,28,11,11,AM,11:28:39,11:28:39
41320,40,688,28,11,11,AM,11:28:40,11:28:40
41321,41,688,28,11,11,AM,11:28:41,11:28:41
41322,42,688,28,11,11,AM,11:28:42,11:28:42
41323,43,688,28,11,11,AM,11:28:43,11:28:43
41324,44,688,28,11,11,AM,11:28:44,11:28:44
41325,45,688,28,11,11,AM,11:28:45,11:28:45
41326,46,688,28,11,11,AM,11:28:46,11:28:46
41327,47,688,28,11,11,AM,11:28:47,11:28:47
41328,48,688,28,11,11,AM,11:28:48,11:28:48
41329,49,688,28,11,11,AM,11:28:49,11:28:49
41330,50,688,28,11,11,AM,11:28:50,11:28:50
41331,51,688,28,11,11,AM,11:28:51,11:28:51
41332,52,688,28,11,11,AM,11:28:52,11:28:52
41333,53,688,28,11,11,AM,11:28:53,11:28:53
41334,54,688,28,11,11,AM,11:28:54,11:28:54
41335,55,688,28,11,11,AM,11:28:55,11:28:55
41336,56,688,28,11,11,AM,11:28:56,11:28:56
41337,57,688,28,11,11,AM,11:28:57,11:28:57
41338,58,688,28,11,11,AM,11:28:58,11:28:58
41339,59,688,28,11,11,AM,11:28:59,11:28:59
41340,00,689,29,11,11,AM,11:29:00,11:29:00
41341,01,689,29,11,11,AM,11:29:01,11:29:01
41342,02,689,29,11,11,AM,11:29:02,11:29:02
41343,03,689,29,11,11,AM,11:29:03,11:29:03
41344,04,689,29,11,11,AM,11:29:04,11:29:04
41345,05,689,29,11,11,AM,11:29:05,11:29:05
41346,06,689,29,11,11,AM,11:29:06,11:29:06
41347,07,689,29,11,11,AM,11:29:07,11:29:07
41348,08,689,29,11,11,AM,11:29:08,11:29:08
41349,09,689,29,11,11,AM,11:29:09,11:29:09
41350,10,689,29,11,11,AM,11:29:10,11:29:10
41351,11,689,29,11,11,AM,11:29:11,11:29:11
41352,12,689,29,11,11,AM,11:29:12,11:29:12
41353,13,689,29,11,11,AM,11:29:13,11:29:13
41354,14,689,29,11,11,AM,11:29:14,11:29:14
41355,15,689,29,11,11,AM,11:29:15,11:29:15
41356,16,689,29,11,11,AM,11:29:16,11:29:16
41357,17,689,29,11,11,AM,11:29:17,11:29:17
41358,18,689,29,11,11,AM,11:29:18,11:29:18
41359,19,689,29,11,11,AM,11:29:19,11:29:19
41360,20,689,29,11,11,AM,11:29:20,11:29:20
41361,21,689,29,11,11,AM,11:29:21,11:29:21
41362,22,689,29,11,11,AM,11:29:22,11:29:22
41363,23,689,29,11,11,AM,11:29:23,11:29:23
41364,24,689,29,11,11,AM,11:29:24,11:29:24
41365,25,689,29,11,11,AM,11:29:25,11:29:25
41366,26,689,29,11,11,AM,11:29:26,11:29:26
41367,27,689,29,11,11,AM,11:29:27,11:29:27
41368,28,689,29,11,11,AM,11:29:28,11:29:28
41369,29,689,29,11,11,AM,11:29:29,11:29:29
41370,30,689,29,11,11,AM,11:29:30,11:29:30
41371,31,689,29,11,11,AM,11:29:31,11:29:31
41372,32,689,29,11,11,AM,11:29:32,11:29:32
41373,33,689,29,11,11,AM,11:29:33,11:29:33
41374,34,689,29,11,11,AM,11:29:34,11:29:34
41375,35,689,29,11,11,AM,11:29:35,11:29:35
41376,36,689,29,11,11,AM,11:29:36,11:29:36
41377,37,689,29,11,11,AM,11:29:37,11:29:37
41378,38,689,29,11,11,AM,11:29:38,11:29:38
41379,39,689,29,11,11,AM,11:29:39,11:29:39
41380,40,689,29,11,11,AM,11:29:40,11:29:40
41381,41,689,29,11,11,AM,11:29:41,11:29:41
41382,42,689,29,11,11,AM,11:29:42,11:29:42
41383,43,689,29,11,11,AM,11:29:43,11:29:43
41384,44,689,29,11,11,AM,11:29:44,11:29:44
41385,45,689,29,11,11,AM,11:29:45,11:29:45
41386,46,689,29,11,11,AM,11:29:46,11:29:46
41387,47,689,29,11,11,AM,11:29:47,11:29:47
41388,48,689,29,11,11,AM,11:29:48,11:29:48
41389,49,689,29,11,11,AM,11:29:49,11:29:49
41390,50,689,29,11,11,AM,11:29:50,11:29:50
41391,51,689,29,11,11,AM,11:29:51,11:29:51
41392,52,689,29,11,11,AM,11:29:52,11:29:52
41393,53,689,29,11,11,AM,11:29:53,11:29:53
41394,54,689,29,11,11,AM,11:29:54,11:29:54
41395,55,689,29,11,11,AM,11:29:55,11:29:55
41396,56,689,29,11,11,AM,11:29:56,11:29:56
41397,57,689,29,11,11,AM,11:29:57,11:29:57
41398,58,689,29,11,11,AM,11:29:58,11:29:58
41399,59,689,29,11,11,AM,11:29:59,11:29:59
41400,00,690,30,11,11,AM,11:30:00,11:30:00
41401,01,690,30,11,11,AM,11:30:01,11:30:01
41402,02,690,30,11,11,AM,11:30:02,11:30:02
41403,03,690,30,11,11,AM,11:30:03,11:30:03
41404,04,690,30,11,11,AM,11:30:04,11:30:04
41405,05,690,30,11,11,AM,11:30:05,11:30:05
41406,06,690,30,11,11,AM,11:30:06,11:30:06
41407,07,690,30,11,11,AM,11:30:07,11:30:07
41408,08,690,30,11,11,AM,11:30:08,11:30:08
41409,09,690,30,11,11,AM,11:30:09,11:30:09
41410,10,690,30,11,11,AM,11:30:10,11:30:10
41411,11,690,30,11,11,AM,11:30:11,11:30:11
41412,12,690,30,11,11,AM,11:30:12,11:30:12
41413,13,690,30,11,11,AM,11:30:13,11:30:13
41414,14,690,30,11,11,AM,11:30:14,11:30:14
41415,15,690,30,11,11,AM,11:30:15,11:30:15
41416,16,690,30,11,11,AM,11:30:16,11:30:16
41417,17,690,30,11,11,AM,11:30:17,11:30:17
41418,18,690,30,11,11,AM,11:30:18,11:30:18
41419,19,690,30,11,11,AM,11:30:19,11:30:19
41420,20,690,30,11,11,AM,11:30:20,11:30:20
41421,21,690,30,11,11,AM,11:30:21,11:30:21
41422,22,690,30,11,11,AM,11:30:22,11:30:22
41423,23,690,30,11,11,AM,11:30:23,11:30:23
41424,24,690,30,11,11,AM,11:30:24,11:30:24
41425,25,690,30,11,11,AM,11:30:25,11:30:25
41426,26,690,30,11,11,AM,11:30:26,11:30:26
41427,27,690,30,11,11,AM,11:30:27,11:30:27
41428,28,690,30,11,11,AM,11:30:28,11:30:28
41429,29,690,30,11,11,AM,11:30:29,11:30:29
41430,30,690,30,11,11,AM,11:30:30,11:30:30
41431,31,690,30,11,11,AM,11:30:31,11:30:31
41432,32,690,30,11,11,AM,11:30:32,11:30:32
41433,33,690,30,11,11,AM,11:30:33,11:30:33
41434,34,690,30,11,11,AM,11:30:34,11:30:34
41435,35,690,30,11,11,AM,11:30:35,11:30:35
41436,36,690,30,11,11,AM,11:30:36,11:30:36
41437,37,690,30,11,11,AM,11:30:37,11:30:37
41438,38,690,30,11,11,AM,11:30:38,11:30:38
41439,39,690,30,11,11,AM,11:30:39,11:30:39
41440,40,690,30,11,11,AM,11:30:40,11:30:40
41441,41,690,30,11,11,AM,11:30:41,11:30:41
41442,42,690,30,11,11,AM,11:30:42,11:30:42
41443,43,690,30,11,11,AM,11:30:43,11:30:43
41444,44,690,30,11,11,AM,11:30:44,11:30:44
41445,45,690,30,11,11,AM,11:30:45,11:30:45
41446,46,690,30,11,11,AM,11:30:46,11:30:46
41447,47,690,30,11,11,AM,11:30:47,11:30:47
41448,48,690,30,11,11,AM,11:30:48,11:30:48
41449,49,690,30,11,11,AM,11:30:49,11:30:49
41450,50,690,30,11,11,AM,11:30:50,11:30:50
41451,51,690,30,11,11,AM,11:30:51,11:30:51
41452,52,690,30,11,11,AM,11:30:52,11:30:52
41453,53,690,30,11,11,AM,11:30:53,11:30:53
41454,54,690,30,11,11,AM,11:30:54,11:30:54
41455,55,690,30,11,11,AM,11:30:55,11:30:55
41456,56,690,30,11,11,AM,11:30:56,11:30:56
41457,57,690,30,11,11,AM,11:30:57,11:30:57
41458,58,690,30,11,11,AM,11:30:58,11:30:58
41459,59,690,30,11,11,AM,11:30:59,11:30:59
41460,00,691,31,11,11,AM,11:31:00,11:31:00
41461,01,691,31,11,11,AM,11:31:01,11:31:01
41462,02,691,31,11,11,AM,11:31:02,11:31:02
41463,03,691,31,11,11,AM,11:31:03,11:31:03
41464,04,691,31,11,11,AM,11:31:04,11:31:04
41465,05,691,31,11,11,AM,11:31:05,11:31:05
41466,06,691,31,11,11,AM,11:31:06,11:31:06
41467,07,691,31,11,11,AM,11:31:07,11:31:07
41468,08,691,31,11,11,AM,11:31:08,11:31:08
41469,09,691,31,11,11,AM,11:31:09,11:31:09
41470,10,691,31,11,11,AM,11:31:10,11:31:10
41471,11,691,31,11,11,AM,11:31:11,11:31:11
41472,12,691,31,11,11,AM,11:31:12,11:31:12
41473,13,691,31,11,11,AM,11:31:13,11:31:13
41474,14,691,31,11,11,AM,11:31:14,11:31:14
41475,15,691,31,11,11,AM,11:31:15,11:31:15
41476,16,691,31,11,11,AM,11:31:16,11:31:16
41477,17,691,31,11,11,AM,11:31:17,11:31:17
41478,18,691,31,11,11,AM,11:31:18,11:31:18
41479,19,691,31,11,11,AM,11:31:19,11:31:19
41480,20,691,31,11,11,AM,11:31:20,11:31:20
41481,21,691,31,11,11,AM,11:31:21,11:31:21
41482,22,691,31,11,11,AM,11:31:22,11:31:22
41483,23,691,31,11,11,AM,11:31:23,11:31:23
41484,24,691,31,11,11,AM,11:31:24,11:31:24
41485,25,691,31,11,11,AM,11:31:25,11:31:25
41486,26,691,31,11,11,AM,11:31:26,11:31:26
41487,27,691,31,11,11,AM,11:31:27,11:31:27
41488,28,691,31,11,11,AM,11:31:28,11:31:28
41489,29,691,31,11,11,AM,11:31:29,11:31:29
41490,30,691,31,11,11,AM,11:31:30,11:31:30
41491,31,691,31,11,11,AM,11:31:31,11:31:31
41492,32,691,31,11,11,AM,11:31:32,11:31:32
41493,33,691,31,11,11,AM,11:31:33,11:31:33
41494,34,691,31,11,11,AM,11:31:34,11:31:34
41495,35,691,31,11,11,AM,11:31:35,11:31:35
41496,36,691,31,11,11,AM,11:31:36,11:31:36
41497,37,691,31,11,11,AM,11:31:37,11:31:37
41498,38,691,31,11,11,AM,11:31:38,11:31:38
41499,39,691,31,11,11,AM,11:31:39,11:31:39
41500,40,691,31,11,11,AM,11:31:40,11:31:40
41501,41,691,31,11,11,AM,11:31:41,11:31:41
41502,42,691,31,11,11,AM,11:31:42,11:31:42
41503,43,691,31,11,11,AM,11:31:43,11:31:43
41504,44,691,31,11,11,AM,11:31:44,11:31:44
41505,45,691,31,11,11,AM,11:31:45,11:31:45
41506,46,691,31,11,11,AM,11:31:46,11:31:46
41507,47,691,31,11,11,AM,11:31:47,11:31:47
41508,48,691,31,11,11,AM,11:31:48,11:31:48
41509,49,691,31,11,11,AM,11:31:49,11:31:49
41510,50,691,31,11,11,AM,11:31:50,11:31:50
41511,51,691,31,11,11,AM,11:31:51,11:31:51
41512,52,691,31,11,11,AM,11:31:52,11:31:52
41513,53,691,31,11,11,AM,11:31:53,11:31:53
41514,54,691,31,11,11,AM,11:31:54,11:31:54
41515,55,691,31,11,11,AM,11:31:55,11:31:55
41516,56,691,31,11,11,AM,11:31:56,11:31:56
41517,57,691,31,11,11,AM,11:31:57,11:31:57
41518,58,691,31,11,11,AM,11:31:58,11:31:58
41519,59,691,31,11,11,AM,11:31:59,11:31:59
41520,00,692,32,11,11,AM,11:32:00,11:32:00
41521,01,692,32,11,11,AM,11:32:01,11:32:01
41522,02,692,32,11,11,AM,11:32:02,11:32:02
41523,03,692,32,11,11,AM,11:32:03,11:32:03
41524,04,692,32,11,11,AM,11:32:04,11:32:04
41525,05,692,32,11,11,AM,11:32:05,11:32:05
41526,06,692,32,11,11,AM,11:32:06,11:32:06
41527,07,692,32,11,11,AM,11:32:07,11:32:07
41528,08,692,32,11,11,AM,11:32:08,11:32:08
41529,09,692,32,11,11,AM,11:32:09,11:32:09
41530,10,692,32,11,11,AM,11:32:10,11:32:10
41531,11,692,32,11,11,AM,11:32:11,11:32:11
41532,12,692,32,11,11,AM,11:32:12,11:32:12
41533,13,692,32,11,11,AM,11:32:13,11:32:13
41534,14,692,32,11,11,AM,11:32:14,11:32:14
41535,15,692,32,11,11,AM,11:32:15,11:32:15
41536,16,692,32,11,11,AM,11:32:16,11:32:16
41537,17,692,32,11,11,AM,11:32:17,11:32:17
41538,18,692,32,11,11,AM,11:32:18,11:32:18
41539,19,692,32,11,11,AM,11:32:19,11:32:19
41540,20,692,32,11,11,AM,11:32:20,11:32:20
41541,21,692,32,11,11,AM,11:32:21,11:32:21
41542,22,692,32,11,11,AM,11:32:22,11:32:22
41543,23,692,32,11,11,AM,11:32:23,11:32:23
41544,24,692,32,11,11,AM,11:32:24,11:32:24
41545,25,692,32,11,11,AM,11:32:25,11:32:25
41546,26,692,32,11,11,AM,11:32:26,11:32:26
41547,27,692,32,11,11,AM,11:32:27,11:32:27
41548,28,692,32,11,11,AM,11:32:28,11:32:28
41549,29,692,32,11,11,AM,11:32:29,11:32:29
41550,30,692,32,11,11,AM,11:32:30,11:32:30
41551,31,692,32,11,11,AM,11:32:31,11:32:31
41552,32,692,32,11,11,AM,11:32:32,11:32:32
41553,33,692,32,11,11,AM,11:32:33,11:32:33
41554,34,692,32,11,11,AM,11:32:34,11:32:34
41555,35,692,32,11,11,AM,11:32:35,11:32:35
41556,36,692,32,11,11,AM,11:32:36,11:32:36
41557,37,692,32,11,11,AM,11:32:37,11:32:37
41558,38,692,32,11,11,AM,11:32:38,11:32:38
41559,39,692,32,11,11,AM,11:32:39,11:32:39
41560,40,692,32,11,11,AM,11:32:40,11:32:40
41561,41,692,32,11,11,AM,11:32:41,11:32:41
41562,42,692,32,11,11,AM,11:32:42,11:32:42
41563,43,692,32,11,11,AM,11:32:43,11:32:43
41564,44,692,32,11,11,AM,11:32:44,11:32:44
41565,45,692,32,11,11,AM,11:32:45,11:32:45
41566,46,692,32,11,11,AM,11:32:46,11:32:46
41567,47,692,32,11,11,AM,11:32:47,11:32:47
41568,48,692,32,11,11,AM,11:32:48,11:32:48
41569,49,692,32,11,11,AM,11:32:49,11:32:49
41570,50,692,32,11,11,AM,11:32:50,11:32:50
41571,51,692,32,11,11,AM,11:32:51,11:32:51
41572,52,692,32,11,11,AM,11:32:52,11:32:52
41573,53,692,32,11,11,AM,11:32:53,11:32:53
41574,54,692,32,11,11,AM,11:32:54,11:32:54
41575,55,692,32,11,11,AM,11:32:55,11:32:55
41576,56,692,32,11,11,AM,11:32:56,11:32:56
41577,57,692,32,11,11,AM,11:32:57,11:32:57
41578,58,692,32,11,11,AM,11:32:58,11:32:58
41579,59,692,32,11,11,AM,11:32:59,11:32:59
41580,00,693,33,11,11,AM,11:33:00,11:33:00
41581,01,693,33,11,11,AM,11:33:01,11:33:01
41582,02,693,33,11,11,AM,11:33:02,11:33:02
41583,03,693,33,11,11,AM,11:33:03,11:33:03
41584,04,693,33,11,11,AM,11:33:04,11:33:04
41585,05,693,33,11,11,AM,11:33:05,11:33:05
41586,06,693,33,11,11,AM,11:33:06,11:33:06
41587,07,693,33,11,11,AM,11:33:07,11:33:07
41588,08,693,33,11,11,AM,11:33:08,11:33:08
41589,09,693,33,11,11,AM,11:33:09,11:33:09
41590,10,693,33,11,11,AM,11:33:10,11:33:10
41591,11,693,33,11,11,AM,11:33:11,11:33:11
41592,12,693,33,11,11,AM,11:33:12,11:33:12
41593,13,693,33,11,11,AM,11:33:13,11:33:13
41594,14,693,33,11,11,AM,11:33:14,11:33:14
41595,15,693,33,11,11,AM,11:33:15,11:33:15
41596,16,693,33,11,11,AM,11:33:16,11:33:16
41597,17,693,33,11,11,AM,11:33:17,11:33:17
41598,18,693,33,11,11,AM,11:33:18,11:33:18
41599,19,693,33,11,11,AM,11:33:19,11:33:19
41600,20,693,33,11,11,AM,11:33:20,11:33:20
41601,21,693,33,11,11,AM,11:33:21,11:33:21
41602,22,693,33,11,11,AM,11:33:22,11:33:22
41603,23,693,33,11,11,AM,11:33:23,11:33:23
41604,24,693,33,11,11,AM,11:33:24,11:33:24
41605,25,693,33,11,11,AM,11:33:25,11:33:25
41606,26,693,33,11,11,AM,11:33:26,11:33:26
41607,27,693,33,11,11,AM,11:33:27,11:33:27
41608,28,693,33,11,11,AM,11:33:28,11:33:28
41609,29,693,33,11,11,AM,11:33:29,11:33:29
41610,30,693,33,11,11,AM,11:33:30,11:33:30
41611,31,693,33,11,11,AM,11:33:31,11:33:31
41612,32,693,33,11,11,AM,11:33:32,11:33:32
41613,33,693,33,11,11,AM,11:33:33,11:33:33
41614,34,693,33,11,11,AM,11:33:34,11:33:34
41615,35,693,33,11,11,AM,11:33:35,11:33:35
41616,36,693,33,11,11,AM,11:33:36,11:33:36
41617,37,693,33,11,11,AM,11:33:37,11:33:37
41618,38,693,33,11,11,AM,11:33:38,11:33:38
41619,39,693,33,11,11,AM,11:33:39,11:33:39
41620,40,693,33,11,11,AM,11:33:40,11:33:40
41621,41,693,33,11,11,AM,11:33:41,11:33:41
41622,42,693,33,11,11,AM,11:33:42,11:33:42
41623,43,693,33,11,11,AM,11:33:43,11:33:43
41624,44,693,33,11,11,AM,11:33:44,11:33:44
41625,45,693,33,11,11,AM,11:33:45,11:33:45
41626,46,693,33,11,11,AM,11:33:46,11:33:46
41627,47,693,33,11,11,AM,11:33:47,11:33:47
41628,48,693,33,11,11,AM,11:33:48,11:33:48
41629,49,693,33,11,11,AM,11:33:49,11:33:49
41630,50,693,33,11,11,AM,11:33:50,11:33:50
41631,51,693,33,11,11,AM,11:33:51,11:33:51
41632,52,693,33,11,11,AM,11:33:52,11:33:52
41633,53,693,33,11,11,AM,11:33:53,11:33:53
41634,54,693,33,11,11,AM,11:33:54,11:33:54
41635,55,693,33,11,11,AM,11:33:55,11:33:55
41636,56,693,33,11,11,AM,11:33:56,11:33:56
41637,57,693,33,11,11,AM,11:33:57,11:33:57
41638,58,693,33,11,11,AM,11:33:58,11:33:58
41639,59,693,33,11,11,AM,11:33:59,11:33:59
41640,00,694,34,11,11,AM,11:34:00,11:34:00
41641,01,694,34,11,11,AM,11:34:01,11:34:01
41642,02,694,34,11,11,AM,11:34:02,11:34:02
41643,03,694,34,11,11,AM,11:34:03,11:34:03
41644,04,694,34,11,11,AM,11:34:04,11:34:04
41645,05,694,34,11,11,AM,11:34:05,11:34:05
41646,06,694,34,11,11,AM,11:34:06,11:34:06
41647,07,694,34,11,11,AM,11:34:07,11:34:07
41648,08,694,34,11,11,AM,11:34:08,11:34:08
41649,09,694,34,11,11,AM,11:34:09,11:34:09
41650,10,694,34,11,11,AM,11:34:10,11:34:10
41651,11,694,34,11,11,AM,11:34:11,11:34:11
41652,12,694,34,11,11,AM,11:34:12,11:34:12
41653,13,694,34,11,11,AM,11:34:13,11:34:13
41654,14,694,34,11,11,AM,11:34:14,11:34:14
41655,15,694,34,11,11,AM,11:34:15,11:34:15
41656,16,694,34,11,11,AM,11:34:16,11:34:16
41657,17,694,34,11,11,AM,11:34:17,11:34:17
41658,18,694,34,11,11,AM,11:34:18,11:34:18
41659,19,694,34,11,11,AM,11:34:19,11:34:19
41660,20,694,34,11,11,AM,11:34:20,11:34:20
41661,21,694,34,11,11,AM,11:34:21,11:34:21
41662,22,694,34,11,11,AM,11:34:22,11:34:22
41663,23,694,34,11,11,AM,11:34:23,11:34:23
41664,24,694,34,11,11,AM,11:34:24,11:34:24
41665,25,694,34,11,11,AM,11:34:25,11:34:25
41666,26,694,34,11,11,AM,11:34:26,11:34:26
41667,27,694,34,11,11,AM,11:34:27,11:34:27
41668,28,694,34,11,11,AM,11:34:28,11:34:28
41669,29,694,34,11,11,AM,11:34:29,11:34:29
41670,30,694,34,11,11,AM,11:34:30,11:34:30
41671,31,694,34,11,11,AM,11:34:31,11:34:31
41672,32,694,34,11,11,AM,11:34:32,11:34:32
41673,33,694,34,11,11,AM,11:34:33,11:34:33
41674,34,694,34,11,11,AM,11:34:34,11:34:34
41675,35,694,34,11,11,AM,11:34:35,11:34:35
41676,36,694,34,11,11,AM,11:34:36,11:34:36
41677,37,694,34,11,11,AM,11:34:37,11:34:37
41678,38,694,34,11,11,AM,11:34:38,11:34:38
